initiative_id,report_id,company_name_english,ESG_block,theme_tag,initiative_title,initiative_description,collaboration_present,collaboration_type,actors_involved,collaboration_model,driver_primary,outputs_or_outcomes,KPI_present,KPI_list,geography,evidence_file_name,evidence_page_numbers,confidence,cluster_id,cluster_keywords,similar_initiative_ids,similar_initiative_titles
CN002-I008,CN002,ANT Group,G,board_structure,The ESG Sustainable Development Committee 2024 ESG Sustainable Development Manag...,"The ESG Sustainable Development Committee 2024 ESG Sustainable Development Management Progress To ensure the solid implementation of the objectives and key results (""OKRs"") for sustainable development issues, the CSO convened multiple co-creation meetings with business presidents within the established three-year (2022–2024) OKR framework to review progress, discuss feedback from stakeholders, and explore future-oriented frameworks, contents and core tasks for the sustainable development issues.",yes,Business–Society/Community,Society,E) Society pressure / stakeholder demand-driven,iii) stakeholder/community demand,"2024, 2022, 2024",yes,not stated,not stated,ANT Group 2024.pdf,9,Medium,4,"esg, 2024, governance, report, management, corporate",CN015-I003;CN060-I007;CN013-I002;CN044-I007;CN024-I001,"6 2024 Environmental, Social and Governance and Sustainability Report Witness ES... || 22 23 2024 SUSTAINABILITY REPORT 2024 SUSTAINABILITY REPORT To further advance t... || 13 ENVIRONMENT, SOCIAL AND GOVERNANCE REPORT 2024 ESG VISION AND MISSION Vision ... || 2024 Environmental, Social and Governance (ESG) Report Optimizing Corporate Gove... || 2024 Environmental, Social and Governance Report Safe Energy Supply: Laying the ..."
CN003-I001,CN003,ANTA Sports Products Ltd,S,diversity_inclusion,CONTENTS 4 Message from the Chairman 6 Statement of the Board 8 2024 Highlights ...,"CONTENTS 4 Message from the Chairman 6 Statement of the Board 8 2024 Highlights 18 ESG Management 32 Building a Foundation Through Promoting Responsible Business Operation 46 Green Development for Ecological Conservation 70 Cooperation for Win-Win Results 84 Innovation for Robust Products 104 Diversity and Inclusion for People-Centered Development 122 Giving Back to Society by Supporting Public Welfare 132 Prospects 134 Appendix 174 Assurance Report 182 Glossary Company Profile ANTA was established in 1991, while ANTA Sports Products Limited, a widely recognized global sportswear company, was listed on the Main Board of HKEX in 2007 (Stock Codes: 2020 (HKD counter) and 82020 (RMB counter)).",yes,Business–NGO/Nonprofit,Building a Foundation,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,"4, 6, 8, 2024, 18",yes,not stated,not stated,ANTA Sports Products Ltd 2024.pdf,2,High,4,"esg, 2024, governance, report, management, corporate",CN018-I001;CN002-I001;CN061-I004;CN026-I008;CN062-I001,Strategy and Culture ESG Management Feature: Promoting Global Cooperation in ESG... || ESG Sustainable Development Oﬃce Ant Group's ESG governance structure Board of D... || About the Report Chairman's Statement About the Group 02 04 06 100 102 104 107 1... || AA- AA- A Constituent stock of the Hang Seng Corporate Sustainability Benchmark ... || Highlighted Performance Released and optimized sustainability and ESG-related pr...
CN003-I002,CN003,ANTA Sports Products Ltd,S,community_development,One medical aid project The Hemin Foundation set up by the founding family of th...,"One medical aid project The Hemin Foundation set up by the founding family of the Group had solely donated the construction of the Fujian Hemin Hospital since 2022, improving community living conditions, medical facilities, and rural infrastructure, while participating in national disaster relief and international humanitarian aid.",yes,Business–NGO/Nonprofit,One medical aid project The Hemin Foundation,E) Society pressure / stakeholder demand-driven,iii) stakeholder/community demand,2022,yes,not stated,not stated,ANTA Sports Products Ltd 2024.pdf,32,High,11,"medical, relief, hospital, healthcare, west china, china hospital",CN003-I004;CN050-I003;CN056-I004;CN050-I001;CN041-I001,"One China sports development project In collaboration with the China Sports Foun... || From September 27 to 29, 2024, Meituan Charity, in partnership with One Foundati... || SINOHYDRO Bureau 6 organized free medical consultations in rural communities of ... || In June 2024 As of August 1, 2024 Special Feature The Daishubaobei Child-friendl... || In April 2024, Xunfei Healthcare, West China Hospital affiliated to Sichuan Univ..."
CN003-I003,CN003,ANTA Sports Products Ltd,E,water_management,PricewaterhouseCoopers Certified Public Accountants have provided limited assura...,PricewaterhouseCoopers Certified Public Accountants have provided limited assurance on selected sustainability information provided by the Company.,yes,Business–Society/Community,Society,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Not stated / Not found,no,not stated,not stated,ANTA Sports Products Ltd 2024.pdf,5,Medium,8,"management, compliance, government, business, security, ethics",CN061-I006;CN070-I002;CN061-I007;CN062-I007;CN070-I005,Corporate Governance HKEX Disclosure Platform Website http://www.hkexnews.hk WWW... || It is a water stewardship certification body established by the UN Global Compac... || 16 17 Sunny Optical Technology (Group) Company Limited Low-Carbon Green Operatio... || Message from the Chairman About Sunwoda Annual Topic 01 02 Sustainability Manage... || Based on the RBA Code of Conduct and the Joint Audit Cooperation (JAC) Supply Ch...
CN003-I004,CN003,ANTA Sports Products Ltd,Cross-cutting,partnerships_general,One China sports development project In collaboration with the China Sports Foun...,"One China sports development project In collaboration with the China Sports Foundation, together with the Hemin Foundation, we have launched the “Lifetime Support Program for Excellent Athletes”, providing lifetime security planning for athletes who have demonstrated exceptional performance.",yes,Business–NGO/Nonprofit,Hemin Foundation; One China sports development project In collaboration with the China Sports Foundation,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Not stated / Not found,no,not stated,national,ANTA Sports Products Ltd 2024.pdf,32,High,19,"ping, foundation, education, youth, sports, school",CN055-I004;CN003-I002;CN051-I001;CN045-I004;CN055-I003,"The qualified teams not only have the opportunity to receive the Inspiration Pro... || One medical aid project The Hemin Foundation set up by the founding family of th... || In 2024, Mengniu partnered with One Foundation for the ""Inclusive Nutrition"" pub... || Donation Activity Case Case Since 2021, Moutai has established the ""Han Jiang · ... || In October 2024, the China Youth Development Foundation, the Hunan Youth Develop..."
CN003-I005,CN003,ANTA Sports Products Ltd,G,ESG_governance,Empower suppliers and improve supplier governance capabilities • During the fina...,"Empower suppliers and improve supplier governance capabilities • During the financial year, we conducted 786 ESG audits (2023: over 400) on 897 suppliers (2023: 801), obtaining a grade of good or above accounts for more than 80% (2023: over 60%).",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"786, 2023, 400, 897, 2023",yes,not stated,not stated,ANTA Sports Products Ltd 2024.pdf,32,Medium,0,"suppliers, supplier, code, business partners, partners, business",CN044-I002;CN048-I005;CN058-I005;CN064-I007;CN029-I002,"2024 ESG Audit Overview of Key Suppliers Audit Form On-site third-party audits O... || As the first enterprise in our industry to obtain ISO 20400 certification for Su... || Evaluated 1,422 key suppliers, conducted on-site audits of over 1,392 suppliers,... || Supplier RFI Survey Supplier Certification Audit Agreement Signing Supplier CSR ... || In 2024, GDS carried out a review of the Supplier Code of Conduct, strengthening..."
CN003-I006,CN003,ANTA Sports Products Ltd,E,energy_efficiency,Replace 50% of strategic partners’ energy consumption with renewable energy • Th...,"Replace 50% of strategic partners’ energy consumption with renewable energy • The proportion of sustainable footwear, apparel and accessories products accounts for 30.3% based on order volume (2023: 19.5% for footwear and apparel products).",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"50, 30.3, 2023, 19.5",yes,energy consumption,not stated,ANTA Sports Products Ltd 2024.pdf,33,Medium,6,"energy, scenario, carbon, climate, green, emissions",CN060-I005;CN066-I005;CN062-I006;CN021-I005;CN033-I005,"Together with our global partners, we will accelerate the energy transition and ... || Furthermore, we work together with upstream partners to promote the application ... || In 2024, we achieved deep collaboration with our supplier partners across multip... || If the services provided cannot meet customer energy-saving and carbon reduction... || SDG 12: Responsible consumption and production Ensure sustainable consumption an..."
CN003-I007,CN003,ANTA Sports Products Ltd,G,compliance_anti_corruption,We organized 20 integrity advocacy sessions covering critical areas including fr...,"We organized 20 integrity advocacy sessions covering critical areas including fraud case analysis, fraud risk management responsibilities, integrity reporting policy, and anti- corruption regulations.",yes,Business–Government,Government,A) Government mandate / compliance-driven,i) regulation/government policy,20,yes,not stated,not stated,ANTA Sports Products Ltd 2024.pdf,41,Medium,8,"management, compliance, government, business, security, ethics",CN057-I005;CN005-I004;CN024-I007;CN013-I004;CN051-I007,"Government Departments/ Regulators Compliance operations Emission management Int... || Business Ethics Governance Framework and Reporting Mechanism Data statistical au... || The Company's official website Roadshows Actively communicated with the capita... || 27 ENVIRONMENT, SOCIAL AND GOVERNANCE REPORT 2024 Compliance training With a foc... || Anti-Commercial Bribery and Anti-Corruption Policy Anti-Monopoly Compliance Manu..."
CN004-I001,CN004,AUO,Cross-cutting,innovation_green_tech,(100% cumulative growth) Support the disadvantaged and ally with industry chain ...,(100% cumulative growth) Support the disadvantaged and ally with industry chain partners to grow inclusive employment and learning opportunities more than eight-fold Boost industry competitiveness and overall performance by 50% through intelligent manufacturing and technology integration.,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"100, 50",yes,not stated,not stated,AUO 2024.pdf,3,Medium,12,"partners, university, business, business partners, industry, 2024",CN032-I006;CN066-I005;CN073-I006;CN062-I006;CN032-I007,"The Company has established comprehensive, long-term partnerships with more than... || Furthermore, we work together with upstream partners to promote the application ... || 105 Upholding Win-Win Collaboration to Grow with Partners ......................... || In 2024, we achieved deep collaboration with our supplier partners across multip... || Industry-university-research Cooperation 2024 Selected Industry-Academia-Researc..."
CN004-I002,CN004,AUO,E,emissions_reduction,AUO worked with enterprises to establish Taiwan Climate Partnership to promote t...,AUO worked with enterprises to establish Taiwan Climate Partnership to promote the implementation of energy saving and carbon reduction and drive industry chain suppliers towards net zero.,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,Not stated / Not found,no,not stated,Taiwan,AUO 2024.pdf,4,Medium,12,"partners, university, business, business partners, industry, 2024",CN004-I004;CN015-I001;CN053-I002;CN051-I006;CN004-I003,"In 2024, AUO has cooperated with 13 schools (including 4 joint R&D centers), acq... || Furthermore, our PEDF 06 (PV, energy storage, direct current, and flexibility) i... || Shareholder Return In June 2024, the Company partnered with China International ... || Joined the Pathways to Dairy Net-Zero (PDNZ) global climate initiative jointly l... || Global Talent Recruitment Since its establishment in 2019, the AUO Industry- Aca..."
CN004-I003,CN004,AUO,E,biodiversity_ecosystems,"Global Talent Recruitment Since its establishment in 2019, the AUO Industry- Aca...","Global Talent Recruitment Since its establishment in 2019, the AUO Industry- Academic Center has continued to establish partnerships with top universities around the world, build a real estate research ecosystem, introduce talents, technology and business opportunities, and accelerate the implementation of company strategies.",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,F) International exposure / investor / supply-chain requirement-driven,vi) reputational/international markets,2019,yes,not stated,not stated,AUO 2024.pdf,12,Medium,12,"partners, university, business, business partners, industry, 2024",CN004-I004;CN004-I002;CN032-I007;CN043-I004;CN041-I009,"In 2024, AUO has cooperated with 13 schools (including 4 joint R&D centers), acq... || AUO worked with enterprises to establish Taiwan Climate Partnership to promote t... || Industry-university-research Cooperation 2024 Selected Industry-Academia-Researc... || In 2024, the Company engaged in deep integration of industry and education with ... || At the same time, it is actively building an overseas traffic ecosystem by foste..."
CN004-I004,CN004,AUO,Cross-cutting,innovation_green_tech,"In 2024, AUO has cooperated with 13 schools (including 4 joint R&D centers), acq...","In 2024, AUO has cooperated with 13 schools (including 4 joint R&D centers), acquire 41 new patents, and reach 48 cooperation cases, yielding fruitful cooperation results.",yes,Business–Society/Community,Society,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"2024, 13, 4, 41, 48",yes,not stated,not stated,AUO 2024.pdf,12,Medium,12,"partners, university, business, business partners, industry, 2024",CN004-I003;CN004-I002;CN032-I007;CN032-I006;CN073-I006,"Global Talent Recruitment Since its establishment in 2019, the AUO Industry- Aca... || AUO worked with enterprises to establish Taiwan Climate Partnership to promote t... || Industry-university-research Cooperation 2024 Selected Industry-Academia-Researc... || The Company has established comprehensive, long-term partnerships with more than... || 105 Upholding Win-Win Collaboration to Grow with Partners ........................."
CN004-I005,CN004,AUO,S,training_education,College of ESG College of Business College of Leadership College of Science Coll...,"College of ESG College of Business College of Leadership College of Science College of Engineering College of Liberal Arts Training Executive Committee College of Future 82 ESG Sustainability courses and workshops was held in 2024 with overall 26,895 attendance Average courses satisfaction rating for is 9.6 out of 10 Achievement Highlight Center of Industry- Academia Collaboration Center of College Affairs Center of Industry Academia Collaboration AUO Academy Collaboration on technologies Talent development Create business opportunities Industry-Academy Cooperation",yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,D) Business-led voluntary collaboration (partners/NGOs/community),vii) not stated,"82, 2024, 26,895, 9.6, 10",yes,not stated,not stated,AUO 2024.pdf,12,Medium,4,"esg, 2024, governance, report, management, corporate",CN060-I007;CN027-I003;CN002-I008;CN066-I003;CN015-I007,"22 23 2024 SUSTAINABILITY REPORT 2024 SUSTAINABILITY REPORT To further advance t... || 009 Building a Responsible Supply Chain for Shared Prosperity Embracing People-C... || The ESG Sustainable Development Committee 2024 ESG Sustainable Development Manag... || Challenges Intensified global climate crisis, which poses risks to our operatio... || 9 ESG ESG Governance System Board of Directors Governance Strategy and Investmen..."
CN004-I006,CN004,AUO,G,stakeholder_engagement,And Removing invasive plants along the Xiaoli River together with local stakehol...,And Removing invasive plants along the Xiaoli River together with local stakeholders.,yes,Business–Business Partners (industry/supply chain/consortium),Business Partners,E) Society pressure / stakeholder demand-driven,iii) stakeholder/community demand,Not stated / Not found,no,not stated,not stated,AUO 2024.pdf,7,Medium,12,"partners, university, business, business partners, industry, 2024",CN070-I004;CN025-I006;CN066-I005;CN033-I001;CN050-I008,"The Xiaomi Fundraising Platform for Charities, in collaboration with the Mangrov... || 14 Stakeholder Engagement Reaching out and partnering with our stakeholders on r... || Furthermore, we work together with upstream partners to promote the application ... || About the Report 1 2 Guangdong Investment Limited Environmental, Social and Gove... || Meituan 2024 Corporate Social Responsibility Report Creating a Better Life 20 21..."
